study_accession	sample_accession	secondary_sample_accession	sample_alias	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	library_source	library_selection	read_count	base_count	experiment_title	fastq_ftp
PRJEB634	SAMEA2077855	ERS255497	06_2966-sc-2013-06-10T14:57:31Z-1611321	ERX342069	ERR369360	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3775174	377517400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369360/ERR369360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369360/ERR369360_2.fastq.gz
PRJEB634	SAMEA1971130	ERS255539	6_66-sc-2013-06-10T14:58:23Z-1611363	ERX342070	ERR369361	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3878206	387820600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369361/ERR369361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369361/ERR369361_2.fastq.gz
PRJEB634	SAMEA2080492	ERS255474	94_8355-sc-2013-06-10T14:56:58Z-1611298	ERX342071	ERR369362	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4051200	405120000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369362/ERR369362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369362/ERR369362_2.fastq.gz
PRJEB634	SAMEA2078106	ERS255523	6_56-sc-2013-06-10T14:58:05Z-1611347	ERX342072	ERR369363	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4509708	450970800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369363/ERR369363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369363/ERR369363_2.fastq.gz
PRJEB634	SAMEA2078098	ERS255511	201009544-sc-2013-06-10T14:57:48Z-1611335	ERX342073	ERR369364	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3991768	399176800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369364/ERR369364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369364/ERR369364_2.fastq.gz
PRJEB634	SAMEA2077840	ERS255475	94_8098-sc-2013-06-10T14:57:00Z-1611299	ERX342074	ERR369365	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4110930	411093000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369365/ERR369365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369365/ERR369365_2.fastq.gz
PRJEB634	SAMEA2080508	ERS255522	8_55-sc-2013-06-10T14:58:04Z-1611346	ERX342075	ERR369366	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4344368	434436800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369366/ERR369366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369366/ERR369366_2.fastq.gz
PRJEB634	SAMEA2078107	ERS255524	34_58-sc-2013-06-10T14:58:06Z-1611348	ERX342076	ERR369367	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4280808	428080800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369367/ERR369367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369367/ERR369367_2.fastq.gz
PRJEB634	SAMEA2078094	ERS255505	201005749-sc-2013-06-10T14:57:41Z-1611329	ERX342077	ERR369368	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4184218	418421800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369368/ERR369368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369368/ERR369368_2.fastq.gz
PRJEB634	SAMEA2078092	ERS255502	201000446-sc-2013-06-10T14:57:38Z-1611326	ERX342078	ERR369369	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4127900	412790000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369369/ERR369369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369369/ERR369369_2.fastq.gz
PRJEB634	SAMEA2080495	ERS255483	01_4533-sc-2013-06-10T14:57:14Z-1611307	ERX342079	ERR369370	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3968704	396870400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369370/ERR369370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369370/ERR369370_2.fastq.gz
PRJEB634	SAMEA2080494	ERS255480	00_7482-sc-2013-06-10T14:57:08Z-1611304	ERX342080	ERR369371	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4311834	431183400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369371/ERR369371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369371/ERR369371_2.fastq.gz
PRJEB634	SAMEA2080501	ERS255501	09_4553-sc-2013-06-10T14:57:36Z-1611325	ERX342081	ERR369372	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4058860	405886000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369372/ERR369372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369372/ERR369372_2.fastq.gz
PRJEB634	SAMEA2078334	ERS255533	18_62-sc-2013-06-10T14:58:17Z-1611357	ERX342082	ERR369373	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4149990	414999000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369373/ERR369373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369373/ERR369373_2.fastq.gz
PRJEB634	SAMEA2077844	ERS255481	00_2993-sc-2013-06-10T14:57:09Z-1611305	ERX342083	ERR369374	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4380220	438022000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369374/ERR369374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369374/ERR369374_2.fastq.gz
PRJEB634	SAMEA2080575	ERS255543	SE85_1233-sc-2013-06-10T14:58:28Z-1611367	ERX342084	ERR369375	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4590786	459078600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369375/ERR369375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369375/ERR369375_2.fastq.gz
PRJEB634	SAMEA2080497	ERS255489	03_0448-sc-2013-06-10T14:57:22Z-1611313	ERX342085	ERR369376	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4389012	438901200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369376/ERR369376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369376/ERR369376_2.fastq.gz
PRJEB634	SAMEA2080506	ERS255516	16_57-sc-2013-06-10T14:57:55Z-1611340	ERX342086	ERR369377	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4238006	423800600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369377/ERR369377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369377/ERR369377_2.fastq.gz
PRJEB634	SAMEA2078100	ERS255514	201301913-sc-2013-06-10T14:57:52Z-1611338	ERX342087	ERR369378	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4291342	429134200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369378/ERR369378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369378/ERR369378_2.fastq.gz
PRJEB634	SAMEA2078093	ERS255503	201003883-sc-2013-06-10T14:57:39Z-1611327	ERX342088	ERR369379	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4359724	435972400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369379/ERR369379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369379/ERR369379_2.fastq.gz
PRJEB634	SAMEA2078335	ERS255535	10_63-sc-2013-06-10T14:58:19Z-1611359	ERX342089	ERR369380	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4404364	440436400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369380/ERR369380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369380/ERR369380_2.fastq.gz
PRJEB634	SAMEA2078103	ERS255518	6_52-sc-2013-06-10T14:57:59Z-1611342	ERX342090	ERR369381	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3967240	396724000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369381/ERR369381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369381/ERR369381_2.fastq.gz
PRJEB634	SAMEA2080496	ERS255486	02_3084-sc-2013-06-10T14:57:19Z-1611310	ERX342091	ERR369382	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4503246	450324600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369382/ERR369382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369382/ERR369382_2.fastq.gz
PRJEB634	SAMEA2078104	ERS255520	7_55-sc-2013-06-10T14:58:01Z-1611344	ERX342092	ERR369383	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4437322	443732200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369383/ERR369383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369383/ERR369383_2.fastq.gz
PRJEB634	SAMEA2080504	ERS255510	201008943-sc-2013-06-10T14:57:47Z-1611334	ERX342093	ERR369384	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4620808	462080800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369384/ERR369384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369384/ERR369384_2.fastq.gz
PRJEB634	SAMEA2077856	ERS255499	06_6191-sc-2013-06-10T14:57:34Z-1611323	ERX342094	ERR369385	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3937740	393774000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369385/ERR369385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369385/ERR369385_2.fastq.gz
PRJEB634	SAMEA2077854	ERS255496	06_0237-sc-2013-06-10T14:57:30Z-1611320	ERX342095	ERR369386	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4031154	403115400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369386/ERR369386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369386/ERR369386_2.fastq.gz
PRJEB634	SAMEA2077851	ERS255491	04_5767-sc-2013-06-10T14:57:24Z-1611315	ERX342096	ERR369387	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4131552	413155200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369387/ERR369387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369387/ERR369387_2.fastq.gz
PRJEB634	SAMEA2077841	ERS255476	94_9599-sc-2013-06-10T14:57:01Z-1611300	ERX342097	ERR369388	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4151434	415143400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369388/ERR369388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369388/ERR369388_2.fastq.gz
PRJEB634	SAMEA2077850	ERS255490	03_2506-sc-2013-06-10T14:57:23Z-1611314	ERX342098	ERR369389	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4180184	418018400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369389/ERR369389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369389/ERR369389_2.fastq.gz
PRJEB634	SAMEA2078337	ERS255538	16_65-sc-2013-06-10T14:58:22Z-1611362	ERX342099	ERR369390	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4126460	412646000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369390/ERR369390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369390/ERR369390_2.fastq.gz
PRJEB634	SAMEA2080574	ERS255540	11_66-sc-2013-06-10T14:58:24Z-1611364	ERX342100	ERR369391	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4236626	423662600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369391/ERR369391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369391/ERR369391_2.fastq.gz
PRJEB634	SAMEA2080572	ERS255534	9_63-sc-2013-06-10T14:58:18Z-1611358	ERX342101	ERR369392	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4163462	416346200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369392/ERR369392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369392/ERR369392_2.fastq.gz
PRJEB634	SAMEA2078340	ERS255544	S89_348-sc-2013-06-10T14:58:29Z-1611368	ERX342102	ERR369393	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3744786	374478600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369393/ERR369393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369393/ERR369393_2.fastq.gz
PRJEB634	SAMEA2078333	ERS255532	34_61-sc-2013-06-10T14:58:16Z-1611356	ERX342103	ERR369394	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3987766	398776600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369394/ERR369394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369394/ERR369394_2.fastq.gz
PRJEB634	SAMEA2078332	ERS255530	30_61-sc-2013-06-10T14:58:14Z-1611354	ERX342104	ERR369395	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4356384	435638400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369395/ERR369395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369395/ERR369395_2.fastq.gz
PRJEB634	SAMEA2077857	ERS255500	08_7427-sc-2013-06-10T14:57:35Z-1611324	ERX342105	ERR369396	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4279592	427959200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369396/ERR369396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369396/ERR369396_2.fastq.gz
PRJEB634	SAMEA1965556	ERS255531	29_61-sc-2013-06-10T14:58:15Z-1611355	ERX342106	ERR369397	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4270476	427047600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369397/ERR369397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369397/ERR369397_2.fastq.gz
PRJEB634	SAMEA2078338	ERS255541	3_66-sc-2013-06-10T14:58:25Z-1611365	ERX342107	ERR369398	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4091714	409171400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369398/ERR369398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369398/ERR369398_2.fastq.gz
PRJEB634	SAMEA2078096	ERS255508	201008533-sc-2013-06-10T14:57:44Z-1611332	ERX342108	ERR369399	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4482690	448269000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369399/ERR369399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369399/ERR369399_2.fastq.gz
PRJEB634	SAMEA2077849	ERS255488	03_0779-sc-2013-06-10T14:57:21Z-1611312	ERX342109	ERR369400	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4490182	449018200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369400/ERR369400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369400/ERR369400_2.fastq.gz
PRJEB634	SAMEA2077853	ERS255494	05_3223-sc-2013-06-10T14:57:28Z-1611318	ERX342110	ERR369401	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3644968	364496800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369401/ERR369401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369401/ERR369401_2.fastq.gz
PRJEB634	SAMEA2077842	ERS255478	98_10272-sc-2013-06-10T14:57:05Z-1611302	ERX342111	ERR369402	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4007628	400762800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369402/ERR369402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369402/ERR369402_2.fastq.gz
PRJEB634	SAMEA2080499	ERS255495	05_6321-sc-2013-06-10T14:57:29Z-1611319	ERX342112	ERR369403	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4056358	405635800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369403/ERR369403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369403/ERR369403_2.fastq.gz
PRJEB634	SAMEA2077845	ERS255482	01_4553-sc-2013-06-10T14:57:13Z-1611306	ERX342113	ERR369404	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3799790	379979000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369404/ERR369404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369404/ERR369404_2.fastq.gz
PRJEB634	SAMEA2080502	ERS255504	201004918-sc-2013-06-10T14:57:40Z-1611328	ERX342114	ERR369405	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4028460	402846000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369405/ERR369405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369405/ERR369405_2.fastq.gz
PRJEB634	SAMEA2080498	ERS255492	04_6072-sc-2013-06-10T14:57:25Z-1611316	ERX342115	ERR369406	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4183506	418350600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369406/ERR369406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369406/ERR369406_2.fastq.gz
PRJEB634	SAMEA2080570	ERS255525	30_58-sc-2013-06-10T14:58:07Z-1611349	ERX342116	ERR369407	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4131326	413132600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369407/ERR369407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369407/ERR369407_2.fastq.gz
PRJEB634	SAMEA2077847	ERS255485	02_3077-sc-2013-06-10T14:57:17Z-1611309	ERX342117	ERR369408	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3549876	354987600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369408/ERR369408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369408/ERR369408_2.fastq.gz
PRJEB634	SAMEA2077848	ERS255487	02_3090-sc-2013-06-10T14:57:20Z-1611311	ERX342118	ERR369409	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3704982	370498200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369409/ERR369409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369409/ERR369409_2.fastq.gz
PRJEB634	SAMEA2078108	ERS255526	3_58-sc-2013-06-10T14:58:09Z-1611350	ERX342119	ERR369410	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4144848	414484800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369410/ERR369410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369410/ERR369410_2.fastq.gz
PRJEB634	SAMEA2078336	ERS255536	15_63-sc-2013-06-10T14:58:20Z-1611360	ERX342120	ERR369411	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3773000	377300000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369411/ERR369411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369411/ERR369411_2.fastq.gz
PRJEB634	SAMEA2077843	ERS255479	00_5185-sc-2013-06-10T14:57:06Z-1611303	ERX342121	ERR369412	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3891632	389163200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369412/ERR369412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369412/ERR369412_2.fastq.gz
PRJEB634	SAMEA2077852	ERS255493	04_7098-sc-2013-06-10T14:57:27Z-1611317	ERX342122	ERR369413	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	4020634	402063400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369413/ERR369413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369413/ERR369413_2.fastq.gz
PRJEB634	SAMEA2078097	ERS255509	201008619-sc-2013-06-10T14:57:46Z-1611333	ERX342123	ERR369414	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3768640	376864000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369414/ERR369414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR369/ERR369414/ERR369414_2.fastq.gz
